Número provisional DEA;Tipo de establecimiento;Titularidad del local;Uso del local;Titularidad;Propuesta de denominación;Tipo de vía;Nombre de la vía;Número de la vía;Complemento de dirección;Código postal;Distrito;Coordenadas-Latitud (norte);Coordenadas-Longitud (oeste, por lo tanto, negativa)
3409;Centro de trabajo (no administración pública);Privada;Privado;Empresa;Primera planta clece;Avenida;Manoteras ;46bis;;28050;8. Fuencarral-El Pardo;40,48757244;-3,664001627
3366;Otro;Privada;Público;Residencia de Mayores Madrid Mirasierra;Residencia Mirasierra Cuarto enfermería 3planta;Avenida;Ventisquero de la Condesa;46;;28035;8. Fuencarral-El Pardo;40,49449475;-3,717679793
3410;Centro de trabajo (no administración pública);Privada;Privado;Clece;Empresa clece;Avenida;Manoteras ;46bis;;28050;8. Fuencarral-El Pardo;40,48757244;-3,664001627
2371;Otro establecimiento administración pública;Pública;Público;Comunidad de Madrid;Edificio de Inspeccion educativa;Calle;De Isaac Peral ;23;;28040;9. Moncloa;40,4428646;-3,7197642
466;Transportes-Metro;Pública;Público;Comunidad de Madrid ;Metro Campamento ;Calle;Padre Piquer ;8;;28024;10. Latina;40,3945308;-3,7684024
3412;Centro de trabajo (no administración pública);Privada;Privado;Empresa;Empresa s2 grupo;Avenida;Manoteras ;46bis;;28050;8. Fuencarral-El Pardo;40,48761593;-3,664273441
467;Transportes-Metro;Pública;Público;Comunidad Madrid ;Metro Empalme ;Calle;Padre Piquer ;37;;28024;10. Latina;40,3909355;-3,7658748
3387;Centro de trabajo (no administración pública);Privada;Privado;Empresa;Empresas;Avenida;Manoteras ;48;;28050;8. Fuencarral-El Pardo;40,48733491;-3,663008143
3364;Transportes-Metro;Pública;Público;Metro Madrid;Nave mantenimiento al lado de cabina de mando;Avenida;Ventisquero de la Condesa;41;Hay que pasar por cabina  de seguridad ,una vez en el recinto la calle principal hasta el final y a la izquierda , nave de mantenimiento ;28035;8. Fuencarral-El Pardo;40,492338;-3,718185
3388;Centro de trabajo (no administración pública);Privada;Privado;Empresa;Empresas ;Avenida;Manoteras ;48;;28050;8. Fuencarral-El Pardo;40,48733491;-3,663008143
2370;Otro;Privada;Privado;Fundacion San Pabo CEU;Rectorado Universidad San Pablo. Planta baja;Calle;De Isaac Peral;58;;28040;9. Moncloa;40,4422096;-3,7184925
;Otro;Privada;Privado;Fundacion San Pabo CEU;Rectorado Universidad San Pablo. Primera planta;Calle;De Isaac Peral;58;;28040;9. Moncloa;40,4422096;-3,7184925
61;Centro deportivo;Privada;Público;Holiday gym;Gimnasio Holiday Gym;Calle;Maqueda;30;;28024;10. Latina;40,3936828;-3,7646463
9692;Centro educativo;Pública;Público;Comunidad de Madrid ;IES ALAMEDA DE OSUNA;Calle;Antonio Sancha;11;;28042;21. Barajas;40,45224;-3,625097
60;Centro educativo;Privada;Privado;Comunidad de Madrid;Colegio Arcangel San Rafael ;Calle;Maqueda;4;Varias entradas pero más accesible maqueda 2;28024;10. Latina;40,3947065;-3,7652441
3384;Centro de trabajo (no administración pública);Privada;Privado;Ine;Ine;Avenida;Manoteras ;52;;28050;8. Fuencarral-El Pardo;40,46921666;-3,661650312
59;Centro educativo;Privada;Privado;Centro privado Giner ;Centro Formación Profesional Giner ;Calle;Maqueda;8;Desde la calle al final del pasadizo ;28024;10. Latina;40,3940646;-3,7660142
9877;Centro educativo;Pública;Público;Colegio;Colegio virgen del cortijo;Avenida;Manoteras;63;;28050;8. Fuencarral-El Pardo;40,48811342;-3,663924362
9877;Centro educativo;Pública;Público;IES Ramón y cajal;IES Ramón y cajal;Avenida;Manoteras ;55;;28050;8. Fuencarral-El Pardo;40,48738776;-3,660070632
9900;Centro educativo;Pública;Público;Comunidad de Madrid ;ÍES Parque Aluche;Calle;Maqueda ;86;Difícil acceso, por colonia vecinal sale un pasillo a la derecha;28024;10. Latina;40,390461;-3,7640448
9850;Centro educativo;Pública;Público;Comunidad de Madrid ;COLEGIO MARGARET THATCHER ;Calle;Playa de barlovento con Valhondo;0;;28042;21. Barajas;40,470059;-3,589927
;Centro educativo;Pública;Público;Universidas Complutense de Madrid;Facutad de Farmacia;Plaza;Ramon y cajal;Sin numero;;28040;9. Moncloa;40,4450748;-3,7262679
;Centro deportivo;Pública;Público;Universidad Complutense de Madeid;Facultad de farmacia. Conserjeria;Plaza;Ramon y cajal ;Sin numero;;28040;9. Moncloa;40,4450893;-3,7262468
9077;Centro educativo;Pública;Público;Comunidad Madrid ;CEIP la Latina ;Calle;Maqueda ;130;Al lado del ÍES Blas de Otero ;28024;10. Latina;40,3886614;-3,7621525
8935;Centro educativo;Pública;Público;Comunidad de Madrid ;IES Blas de Otero;Calle;Maqueda;130;Al lado del CEIP La Latina;28024;10. Latina;40,3888512;-3,7620828
10634;Transportes-Metro;Pública;Privado;Metro de madeid;Recinto de aluche. Metro depósito ;Avenida;De los poblados ;39;;28024;10. Latina;40,3870406;-3,7631926
4327;Transportes-Metro;Pública;Privado;METRO DE MADRID;Depósito Metro Valdecarros;Avenida;Cerro Milano;0;;28051;18. Villa de Vallecas;40,35221092;-3,585729391
;Centro deportivo;Privada;Privado;Empresa SAGE ;Centro deportivo SAGE;Calle;Escalona;59;Escaleras abajo está la entrada principal ;28024;10. Latina;40,3967311;-3,7615712
4329;Viviendas;Privada;Privado;Comunidad de Propietarios Avda de Las Suertes 55;Avenida de las Suertes 55;Avenida;Suertes ;55;;28051;18. Villa de Vallecas;40,36638537;-3,597465398
4331;Viviendas;Privada;Privado;C.P. ALFAGUARA II ;C.P. ALFAGUARA II ENSANCHE DE VALLECAS ;Avenida;Ensanche de Vallecas ;76;;28051;18. Villa de Vallecas;40,36408632;-3,60127289
820;Centro residencial de uso público;Pública;Público;Residencia mayores Comunidad de Madrid;Residencia Mayores y centro de día Mirasierra;Calle;De la Portera del Cura;1;;28035;8. Fuencarral-El Pardo;40,49071035;-3,714878301
4332;Transportes-Metro;Pública;Público;Estación Metro Valdecarros;Estación Metro Valdecarros;Avenida;Ensanche de Vallecas;120;Vestíbulo;28051;18. Villa de Vallecas;40,35997458;-3,593239707
4333;Transportes-Metro;Pública;Público;ESTACIÓN DE METRO DE LA GAVIA;ESTACIÓN DE METRO DE LA GAVIA;Avenida;Avenida del Ensanche de Vallecas Esquina calle Alto de la Sartenilla;16;;28051;18. Villa de Vallecas;40,36937;-3,61253
4335;Otro establecimiento administración pública;Pública;Público;CENTRO DE DÍA MUNICIPAL CARMEN SEVILLA;CENTRO DE DÍA CARMEN SEVILLA;Avenida;Ensanche de Vallecas ;91;ESQUINA A C/ FERNANDO CHUECA GOITIA ;28051;18. Villa de Vallecas;40,36101125;-3,593119244
7806;Transportes-Metro;Pública;Público;Metro Madrid;Metro Ibiza ;Calle;Ibiza ;4;;28009;3. Retiro;40,4;-3,6
5301;Restaurante o similar;Privada;Público;Restaurante Arzábal;Restaurante Arzábal;Avenida;menéndez Pelayo ;13;;28009;3. Retiro;40,4;-3,6
7679;Viviendas;Privada;Privado;Comunidad de Propietarios;Hall entrada Comunidad de Propietarios ;Calle;Antonio Acuña;17;;28009;3. Retiro;40,4;-3,6
1249;Otro;Privada;Privado;Espacio Bertelsmann;Lugar de eventos, espacio Bertelsmann;Calle;Odonell;10;;28009;3. Retiro;40,4;-3,6
1243;Otro establecimiento administración pública;Pública;Privado;Consejeria de Educación e Investigación ;Consejeria de Educación e Investigación  planta primera ;Calle;O donell ;12;planta primera ;28009;3. Retiro;40,4;-3,6
1244;Otro establecimiento administración pública;Pública;Público;Oficina de empleo ;Oficina de Empleo ;Calle;O donell;12;;28009;3. Retiro;40,421415;-3,677934
82;Otro establecimiento administración pública;Pública;Público;MADRID AMBIENTE 360;Ballenoil Villaverde (Polígono);Edificio;Calle de la Resina ;5;;28021;17. Villaverde;40,33423527;-3,695165153
1248;Viviendas;Privada;Privado;Comunidad de Propietarios;Portal 19 de viviendas de la calle O donell;Calle;O donell;19;;28009;3. Retiro;40,4217733;-3,6783047
5302;Viviendas;Privada;Privado;Propiedad privada ;Edificio torre Retiro ;Avenida;Menéndez Pelayo ;67;;28009;3. Retiro;40,41255499;-3,676346399
83;Transportes-Metro;Pública;Público;METRO ;Hall metro ;Calle;Retablo de melisendra ;1;;28034;8. Fuencarral-El Pardo;40,500973;-3,693796
8978;Centro educativo;Pública;Público;Colegio publico ;Colegio escuelas aguirre;Calle;Pio Baroja ;4;;28009;3. Retiro;40,41457498;-3,674468984
1546;Centro educativo;Pública;Público;Casa Árabe ;Casa Árabe ;Calle;alcalá;62;;28009;3. Retiro;40,4214834;-3,6818522
6094;Otro establecimiento administración pública;Pública;Público;Gobierno de España ;Ministerio de trabajo y economía social ;Calle;Pio Baroja ;6;;28009;3. Retiro;40,41389095;-3,674356078
1559;Hotel, hostal, alojamiento;Privada;Público;Hotel H10 Alcalá;Hotel H10 Alcalá ;Calle;alcalá ;66;;28009;3. Retiro;40,4222111;-3,6811914
202;Centro de trabajo (no administración pública);Privada;Privado;FEDERAL SIGNAL VAMA (Public Safety Systems);FEDERAL SIGNAL VAMA;Calle;C. Laguna del Marquesado;37;;28021;17. Villaverde;40,333607;-3,7078941
1570;Otro;Privada;Público;amaro y castillo, fisioterapia;salón de fisioterapia, amaro y castillo;Calle;Alcalá;87;primera planta;28009;3. Retiro;40,44208731;-3,685382
7807;Centro comercial;Pública;Público;Ayuntamiento Madrid ;Mercado de Ibiza;Calle;Ibiza;8;;28009;3. Retiro;40,41816123;-3,677439813
3413;Centro residencial de uso público;Pública;Público;Privado ;En primera planta, sala comedor ;Calle;Manresa ;1;;28034;8. Fuencarral-El Pardo;40,491712;-3,690615
6800;Otro;Privada;Privado;MADRID GOURMET “LA EMILITA”;MADRID GOURMET “LA EMILITA”;Calle;Calle Laguna del Marquesado ;32;;28021;17. Villaverde;40,3346715;-3,7080549
1583;Centro deportivo;Privada;Privado;Vivagym;Vivagym;Calle;Alcalde Sainz de baranda ;26;;28009;3. Retiro;40,41672355;-3,675256592
6799;Otro;Privada;Privado;Layher Ibérica, S.L.;LAYHER ANDAMIOS;Calle;C. Laguna del Marquesado;17;;28021;17. Villaverde;40,3333711;-3,7037476
3467;Otro establecimiento administración pública;Pública;Público;Ayuntamiento Madrid ;Hospital materno infantil Gregorio Marañón ;Calle;Doctor Castelo ;49;;28009;3. Retiro;40,42042209;-3,671332935
353;Centro de trabajo (no administración pública);Privada;Privado;Privado ;De frente a la entrada ;Calle;Jarvis ;5;;28034;8. Fuencarral-El Pardo;40,492653;-3,686927
4326;Otro establecimiento administración pública;Pública;Público;Residencia y Centro de Mayores Ensanche de Vallecas ;Centro de Mayores Ensanche de Vallecas ;Avenida;Cerro Milano ;1;;28051;18. Villa de Vallecas;40,3687288;-3,6186272
203;Transportes-Metro;Pública;Público;METRO VILLAVERDE ALTO;METRO VILLAVERDE BAJO;Calle;Tobalina;sin número ;;28021;17. Villaverde;40,3376941;-3,7016721
1246;Otro establecimiento administración pública;Pública;Público;Ayuntamiento de Madrid ;Consejería de familia ;Calle;Odonell;50;;28009;3. Retiro;40,42112605;-3,671115966
465;Otro establecimiento administración pública;Pública;Público;Público ;Ayuntamiento Fuencarral (en la entrada);Plaza;De las islas azores ;1;;28034;8. Fuencarral-El Pardo;40,49503585;-3,687959728
3732;Transportes-Renfe;Pública;Público;RENFE VILLAVERDE ALTO;RENFE VILLAVERDE ALTO;Calle;Domingo Parra ;42;;28021;17. Villaverde;40,3422227;-3,7126552
4328;Viviendas;Privada;Privado;Comunidad de Propietarios Avenida de las Suertes 13;Edificio Avenida de las Suertes 13;Avenida;De las Suertes;13;;28051;18. Villa de Vallecas;40,3719291;-3,6089116
865;Centro deportivo;Pública;Público;Estanque del Retiro ;Oficina de reserva de barcas del estanque del Retiro;Paseo;colombia;2;Embarcadero del Retiro;28009;3. Retiro;40,41849434;-3,684503127
;Centro educativo;Pública;Público;Centro cultural Casa de Vacas;Centro cultural casa de Vacas;Paseo;Colombia;9;;28009;3. Retiro;40,419078;-3,684059
1561;Transportes-Metro;Pública;Público;Ayuntamiento de Madrid ;Metro príncipe de vergara;Calle;Alcalá ;123;;28009;3. Retiro;40,4213837;-3,682505518
4330;Centro de trabajo (no administración pública);Privada;Privado;Edificio Grupo Ortiz;Edificio Grupo Ortiz;Avenida;Ensanche de Vallecas ;44;;28051;18. Villa de Vallecas;40,3678079;-3,6084026
7597;Centro residencial de uso público;Pública;Público;Fundación Bobath atención a la parálisis cerebral ;Fundación Bobath Ayuda a la parálisis cerebral ;Calle;Mirador de la Reina;115;;28035;8. Fuencarral-El Pardo;40,49072419;-3,7199052
279;Transportes-Metro;Pública;Público;METRO SAN CRISTOBAL;METRO SAN CRISTOBAL;Calle;Moncada;103;;28021;17. Villaverde;40,3407337;-3,6921583
1790;Centro deportivo;Pública;Público;Privado ;San Isidro rugby club en oficina ;Avenida;Campo de calatrava ;3;;28034;8. Fuencarral-El Pardo;40,50053476;-3,69340924
3463;Otro establecimiento administración pública;Pública;Público;Palacio de Velázquez;Palacio de Velázquez;Paseo;venezuela;2;;28009;3. Retiro;40,4150369;-3,6819384
7596;Viviendas;Privada;Privado;Comunidad de Propietarios ;Gimnasio Comunidad de Propietarios;Calle;Mirador de la Reina;123;;28035;8. Fuencarral-El Pardo;40,49078486;-3,71739247
537;Centro comercial;Privada;Privado;.;Renoir retiró ;Calle;Narvaez;42;;28009;3. Retiro;40,42005064;-3,676327161
2071;Transportes-Metro;Pública;Público;Público ;Metro fuencarral subiendo escaleras a la izquierda bien indicado ;Calle;Molins de rey ;4;;28034;8. Fuencarral-El Pardo;40,495018;-3,693224
80;Centro educativo;Pública;Público;Palacio de Cristal;Palacio de Cristal;Paseo;Cuba;s/n;;28009;3. Retiro;40,413656;-3,681846
2072;Centro de trabajo (no administración pública);Privada;Privado;PALIBEX LOGÍSTICA;PALIBEX LOGÍSTICA;Calle;Montejo;4;;28021;17. Villaverde;40,3363278;-3,7132079
2175;Centro deportivo;Privada;Privado;Privada ;Federación tenis hall principal ;Calle;De sancugat del valles ;Sn;;28034;8. Fuencarral-El Pardo;40,49694409;-3,697254795
6496;Viviendas;Privada;Privado;Comunidad de propietarios ;Porteria;Calle;Del cerro de la carrasqueta;63;;28035;8. Fuencarral-El Pardo;40,48613045;-3,726970958
7797;Transportes-Metro;Pública;Público;Metro La Coma;Vestíbulo estación metro La Coma;Calle;Ramón Gómez de la Serna;33;;28035;8. Fuencarral-El Pardo;40,48457702;-3,723284769
3293;Centro educativo;Privada;Privado;Privado ;Colegio sagrado corazón en la recepción de la entrada ;Plaza;De la madre María Ana mogas ;12;;28034;8. Fuencarral-El Pardo;40,49433539;-3,689097225
3755;Transportes-Metro;Pública;Público;DEPÓSITO METRO VILLAVERDE. NAVE MANTENIMIENTO TRENES (17-18);DEPÓSITO METRO VILLAVERDE. NAVE MANTENIMIENTO TRENES (17-18);Vía;Vía Lateral de Servicio M-45;17;;28021;17. Villaverde;40,3290287;-3,7171813
1240;Hotel, hostal, alojamiento;Privada;Privado;Privada;Novotel Madrid center;Calle;Odonell;53;;28009;3. Retiro;40,42157926;-3,67219316
3757;Otro establecimiento administración pública;Pública;Público;FACTORÍA INDUSTRIAL VILLAVERDE;FACTORÍA INDUSTRIAL VILLAVERDE BAJO;Avenida;Av. Real de Pinto;162;;28021;17. Villaverde;40,3303915;-3,7152628
4338;Transportes-Metro;Pública;Público;ESTACIÓN METRO LAS SUERTES;ESTACIÓN METRO LAS SUERTES;Avenida;ENSANCHE DE VALLECAS;80;Avda. Ensanche de Vallecas, 80 esquina C/ Cañada del Santísimo ;28051;18. Villa de Vallecas;40,36314007;-3,599592055
3171;Centro educativo;Pública;Público;Comunidad de Madrid ;Resad;Calle;Nazaret ;2;;28009;3. Retiro;40,4105558;-3,674664574
4725;Transportes-Renfe;Pública;Público;SAN CRISTÓBAL INDUSTRIAL;RENFE SAN CRISTÓBAL INDUSTRIAL;Calle;Calle Transversal Sexta;sin número ;;28021;17. Villaverde;40,3318611;-3,6991317
3172;Centro deportivo;Privada;Público;Synergym;gimanasio Synergym;Avenida;Nazaret;9;;28009;3. Retiro;40,4116496;-3,6709568
7600;Centro comercial;Privada;Público;IKEA ENSANCHE VALLECAS;IKEA ENSANCHE VALLECAS;Calle;Alto del Retiro;33;Centro comercial La Gavia;28051;18. Villa de Vallecas;40,37025814;-3,595944784
5829;Viviendas;Privada;Privado;Privado;Urbanización en el hall ;Calle;Zamarramala ;51;;28034;8. Fuencarral-El Pardo;40,49195858;-3,688836908
7687;Otro establecimiento administración pública;Pública;Público;CENTRO DE SERVICIO SOCIALES MARIA DE ECHARRI Y MARTINEZ ;CENTRO DE SERVICIO SOCIALES MARIA DE ECHARRI Y MARTINEZ ;Calle;Fernando Chueca Goitia ;2;;28051;18. Villa de Vallecas;40,36152;-3,59375
7689;Centro comercial;Privada;Público;CARREFOUR VALLECAS LA GAVIA;Mostrador Atención al Cliente;Calle;Adolfo Bio Casares;2;;28051;18. Villa de Vallecas;40,36785403;-3,597431253
7691;Centro comercial;Privada;Público;Centro Comercial La Gavia;Centro Comercial La Gavia planta baja frente aseos;Calle;Adolfo Bioy Casares 2 ;2;Planta baja;28051;18. Villa de Vallecas;40,36801491;-3,597680022
7692;Centro deportivo;Privada;Público;FITNESS PARK MADRID - LA GAVIA;Primera planta;Calle;Adolfo Bioy Casares ;2;;28051;18. Villa de Vallecas;40,36784496;-3,597442952
;Centro residencial de uso público;Pública;Público;RESIDENCIA DE MAYORES Y CENTRO DE DIA ENSANCHE VALLECAS;RESIDENCIA DE MAYORES Y CENTRO DE DIA ENSANCHE VALLECAS;Avenida;Cerro Milano;1;;28051;18. Villa de Vallecas;40,36907;-3,61862
8043;Centro de trabajo (no administración pública);Privada;Privado;Banco de Santader;Banco Santander edificio Abelias;Calle;Abelias;1;;28042;21. Barajas;40,451952;-3,624402
9700;Centro educativo;Pública;Público;Colegio Alambra Comunidad de Madrid;Colegio Alambra vestíbulo principal ;Calle;Ramón Gómez de la Serna;103;;28035;8. Fuencarral-El Pardo;40,48225584;-3,727094333
7436;Viviendas;Privada;Privado;Comunidad de propietarios ;Edificio Olympus ;Calle;Rosalía de Castro;82;;28035;8. Fuencarral-El Pardo;40,4838942;-3,732999556
327;Centro de trabajo (no administración pública);Privada;Privado;Oficinas Vía Agora. VA Peñagrande;Oficinas Vía Agora;Calle;De las Islas Aleutianas ;4 Bis;;28035;8. Fuencarral-El Pardo;40,47517107;-3,729117795
354;Otro;Pública;Público;Atenpace centro asociado a la red de dependencia comunidad de madrid;Atenpace centro asociado a la red de dependencia ;Calle;De las Islas Aleutianas ;27;;28035;8. Fuencarral-El Pardo;40,47640443;-3,726394147
1034;Centro de trabajo (no administración pública);Privada;Público;CABEL;CABEL CLIMATIZACIÓN;Calle;Antonio González Echarte;1;;28029;6. Tetuán;40,4670678;-3,6922317
4764;Centro educativo;Privada;Público;Fundación Montemadrid;Centro Formación Padre Piquer;Calle;Mártires de la Ventilla;34;;28029;6. Tetuán;40,4708323;-3,6911521
5594;Otro establecimiento administración pública;Pública;Público;Comunidad de Madrid;Dirección General Vivienda, Transpotes e Infraestructuras;Avenida;Asturias;28;planta baja;28029;6. Tetuán;40,4692494;-3,6948938
5595;Otro;Privada;Público;Fundación Esclerosis Múltiple;Fundación Esclerosis Múltiple;Avenida;Asturias;35;;28029;6. Tetuán;40,4690572;-3,6954306
1100;Viviendas;Privada;Privado;Comunidad de propietarios ;Comunidad propietarios Cantalejo 2;Calle;Cantalejo;2;;28035;8. Fuencarral-El Pardo;40,47523466;-3,741776842
5596;Transportes-Metro;Pública;Público;Metro;Metro Ventilla;Avenida;Asturias;39;;28029;6. Tetuán;40,469431;-3,6957702
5597;Otro establecimiento administración pública;Pública;Público;Metro;Edificio Metro Madrid;Avenida;Asturias;4;;28029;6. Tetuán;40,4675585;-3,6921693
4785;Hotel, hostal, alojamiento;Privada;Público;Hotel Monterreal;Hotel Monterreal;Calle;Arroyofresno;17;;28035;8. Fuencarral-El Pardo;40,47513791;-3,742813926
5598;Centro de trabajo (no administración pública);Privada;Público;Comisión Española de Ayuda al Refugiado;CEAR AYUDA AL REFUGIADO;Avenida;Asturias;33;;28029;6. Tetuán;40,4688174;-3,6951593
;Otro establecimiento administración pública;Pública;Público;ministerio trabajo;ministerio trabajo ;Calle;calle torrelaguna;73;;28027;15. Ciudad Lineal;40,4450822;-3,6553476
5599;Otro establecimiento administración pública;Pública;Público;METRO ;Edificio Metro Madrid;Avenida;Asturias;4;;28029;6. Tetuán;40,4675585;-3,6921693
4723;Hotel, hostal, alojamiento;Privada;Público;hotel;hotel travelodge;Calle;Torrelaguna ;69;;28027;15. Ciudad Lineal;40,444382;-3,6552836
5601;Transportes-Intercambiador uso mixto;Pública;Público;CAM;Intercambiador Plaza Castilla;Paseo;Catellana;190;;28046;6. Tetuán;40,467116;-3,6887576
4715;Centro de trabajo (no administración pública);Privada;Público;comite olimpico internacional;olimpic brodcast service;Calle;torrelaguna ;75;;28027;15. Ciudad Lineal;40,4455726;-3,6555542
5981;Centro residencial de uso público;Privada;Público;ALBERTIA SERVICIOS SOCIOSANITARIOS;RESIDENCIA Y CENTRO DE DÍA ISABEL LA CATÓLICA;Calle;Joaquín Dicenta;27;;28029;6. Tetuán;40,47720489;-3,6947335
5982;Centro deportivo;Pública;Público;Ayuntamiento Madrid;Centro Deportivo Antonio Díaz Miguel;Calle;Joaquín Dicenta ;1;;28029;6. Tetuán;40,4711572;-3,69532216
7742;Centro educativo;Privada;Público;Colegio Ntra Sra. del Pilar Salesianas;Colegio Ntra Sra. del Pilar Salesianas;Calle;San Benito ;6;;28029;6. Tetuán;40,4683067;-3,6946849
8292;Otro establecimiento administración pública;Pública;Público;CAM;Agencia de Vivienda Social;Calle;Emilia ;12;planta baja;28029;6. Tetuán;40,4697003;-3,6981282
4762;Centro de trabajo (no administración pública);Privada;Público;uver sistems;uber sistems;Calle;martinez villergas;52;edificio a, planta ;28027;15. Ciudad Lineal;40,4450038;-3,6569298
;Centro de trabajo (no administración pública);Privada;Público;usines parcl;ussines parck;Calle;martinez villergas;49;en la garita;28027;15. Ciudad Lineal;40,4443233;-3,6575001
2312;Centro de trabajo (no administración pública);Privada;Público;en la entrada al eduficio principal a la dch;edifcio condesa de venadito 1 en el edificio ;Calle;condesa de venadito ;1;en el edificio ;28027;15. Ciudad Lineal;40,4441195;-3,6564899
23;Centro residencial de uso público;Privada;Privado;comunidad ;edificio residencial;Calle;condesa de venadito ;12;;28027;15. Ciudad Lineal;40,4441195;-3,654209
2317;Centro residencial de uso público;Privada;Privado;comunidad vecinos;comunidad ;Calle;condesa venadito;14;;28027;15. Ciudad Lineal;40,4442447;-3,6538188
2316;Centro residencial de uso público;Privada;Privado;cominidad;comunidad ;Calle;condesa venadito ;16;;28027;15. Ciudad Lineal;40,4444042;-3,6536589
2315;Otro establecimiento administración pública;Pública;Público;ministerio ;sepe edificio a;Calle;calle;9;;28027;15. Ciudad Lineal;40,4455083;-3,6528793
2;Centro educativo;Privada;Público;colegio ;colegio mailer inmaculada ;Calle;mandre antonia paris;1;;28027;15. Ciudad Lineal;40,4455083;-3,6528793
5648;Centro de trabajo (no administración pública);Privada;Público;cemex;cemex ;Calle;hernandez tejada 1;1;;28027;15. Ciudad Lineal;40,4473984;-3,6516998
5735;Centro de trabajo (no administración pública);Privada;Privado;polar consultares;polar consultores;Calle;josefa valcarcer;9;;28027;15. Ciudad Lineal;40,448637;-3,6477399
5729;Otro;Privada;Público;dgt;dgt ciudad linial;Calle;valcarcer ;28;;28027;15. Ciudad Lineal;40,4491865;-3,6444528
1782;Hotel, hostal, alojamiento;Privada;Privado;Apartamentos Turísticos;Apart. Suite Aeropuerto;Calle;Campezo;8;;28022;20. San Blas;40,44634058;-3,583444402
1780;Centro deportivo;Privada;Público;Centro deportivo;Centro Deportivo Altafit;Calle;Campezo;3;Complejo Campezo 3, Nave 1;28022;20. San Blas;40,44745524;-3,582145089
;Hotel, hostal, alojamiento;Privada;Público;Hotel Axor Barajas;Hotel Axor Barajas;Calle;Campezo;4;Hotel Axor;28022;20. San Blas;40,4463;-3,5834
1788;Hotel, hostal, alojamiento;Privada;Privado;Apartamentos turísticos;Apartamentos Suite Florida;Calle;Campezo;2;;28022;20. San Blas;40,44877731;-3,582592822
10816;Centro de trabajo (no administración pública);Privada;Privado;JCFECAUX  ESPAÑA;JCDECAUX;Avenida;Aragón;328;;28022;20. San Blas;40,44907;-3,585057
4777;Centro comercial;Privada;Público;Media Markt;Media Markt;Calle;Arrastraría ;20;;28022;20. San Blas;40,44596561;-3,86330225
4336;Centro deportivo;Privada;Privado;Gimnasio Body Factory - Grupo Ortiz ;Gimnasio Body Factory ;Avenida;Ensanche de Vallecas ;37;;28051;18. Villa de Vallecas;40,3682651;-3,6080392
4280;Viviendas;Privada;Privado;Comunidad Propietarios;Comunidad Propietarios;Calle;Pirra ;18;Según se entra en la urbanización, detrás de la primera columna;28022;20. San Blas;40,44482412;-3,58758204
4339;Centro educativo;Privada;Privado;Colegio GSD Las Suertes ;Colegio GSD Las Suertes;Calle;Rafael de León ;10;;28051;18. Villa de Vallecas;40,3660465;-3,6004123
4279;Viviendas;Privada;Privado;Comunidad Propietarios;Comunidad Propietarios;Calle;Pirra ;34;Entre portales 1 y 2;28022;20. San Blas;40,4444688;-3,586588431
4281;Viviendas;Privada;Privado;Comunidad Propietarios;Comunidad Propietarios;Calle;Pirra ;14;Residencial Eisenhower;28022;20. San Blas;40,445259;-3,588871152
4269;Centro deportivo;Privada;Público;Metropolitan;Gimnasio;Calle;Aracne ;3;Segunda planta, planta de gimnasio;28022;20. San Blas;40,44686812;-3,587788516
4344;Viviendas;Privada;Privado;Comunidad de Propietarios Avenida de la Gavia  14;Edificio Avda de La Gavia 14;Avenida;De la Gavia ;14;;28051;18. Villa de Vallecas;40,3750757;-3,6103019
4268;Centro comercial;Pública;Público;Centro comercial Plenilunio;Centro comercial Plenilunio;Calle;Aracne;3;Acceso baños primera planta norte;28022;20. San Blas;40,44789726;-3,587372954
4345;Centro de trabajo (no administración pública);Privada;Privado;Securitas Seguridad España;Edificio Securitas ;Avenida;De Entrepeñas ;27;;28051;18. Villa de Vallecas;40,3711733;-3,6055699
4346;Centro de trabajo (no administración pública);Privada;Privado;Securitas Seguridad España;Edificio Securitas ;Calle;De Entrepeñas ;27;;28051;18. Villa de Vallecas;40,3711733;-3,6055699
4266;Centro comercial;Privada;Público;Centro comercial Plenilunio;Centro comercial Plenilunio;Calle;Aracne;0 S/N;Acceso baños segunda planta sur;28022;20. San Blas;40,44806717;-3,587622075
4267;Centro comercial;Privada;Privado;Tienda Primark;Tienda Primark;Calle;Aracne;0  S/N;Línea de caja, planta baja.;28022;20. San Blas;40,44791498;-3,58743207
4265;Otro;Privada;Público;Cines Yelmo;Cines Yelmo, centro comercial Plenilunio;Calle;Aracne;0;Cines Yelmo, segunda planta  centro comercial;28022;20. San Blas;40,44801347;-3,587550853
4776;Otro;Privada;Privado;Edificio de empresas;Edificio de empresas;Calle;Arrastraría;21;;28022;20. San Blas;40,44405024;-3,585629659
1236;Centro de trabajo (no administración pública);Privada;Privado;Comunidad de vecinos;Comunidad de vecinos;Calle;Núñez de balboa;120;;28006;4. Salamanca;40,4383575;-3,6815468
6017;Otro establecimiento administración pública;Pública;Público;SEPIDES SA;SEPIDES SA;Calle;Velázquez;134;;28006;4. Salamanca;40,4388222;-3,6826522
540;Otro establecimiento administración pública;Pública;Público;Ayuntamiento de Madrid;Apartamentos para mayores San Francisco ;Calle;San Buenaventura;3;;28005;1. Centro;40,4110428;-3,7145789
